sku,brand,name,desc,type,price,category,subcategory
PAC2478,Pack,"OWC pack external hard drive box with 25 ""500GB USB 3.0",Outer carton for HDDs and SSD 25 inch format for Mac and PC,11935397,86.98,Storage,SSD
PAC2479,Pack,"OWC pack external hard drive box with 25 ""1TB USB 3.0",Outer carton for HDDs and SSD 25 inch format for Mac and PC,11935397,98.98,Storage,SSD
RYV0008,Ryval,Qi Wireless Magnetic Ryval PowerBank 8000mAh Black,Ryval portable battery magnetic Qi wireless technology is ideal for iPhone X 8 and 8 Plus,1515,49.99,Power & Charging,Battery
QNA0260,QNAP,QNAP NAS TS-228A Mac and PC server,2-bay NAS server for small businesses and home Mac PC,12175397,199.99,Networking,NAS System
AP20010,Apple,"Well - Apple iMac 27 ""Core i5 Quad-Core 27GHz | 4GB RAM | 1TB HDD | Mid 2011",IMac computers used 27-inch Core i5 Quad-Core 27GHz | 4GB RAM | 1TB HDD | Mid 2011 (MC813LL / A),21600000,1699.0,Computers,iMac
AP20067,Apple,"Very Good - Apple iMac 20 ""Core 2 Duo 226GHz | 2GB RAM | 160GB HDD",Refurbished iMac 20 inch Core 2 Duo 226GHz | 2GB RAM | 160GB HDD,54300000,1199.0,Computers,iMac
QNA0261,QNAP,QNAP NAS TS-128A Mac and PC server,1 bay NAS server for small businesses and home PC compatible with Mac,12175397,151.99,Networking,NAS System
DLL0059,Dell,"P3418HW Dell Monitor 34 ""FHD miniDisplayPort Curvy HDMI USB 3.0",Monitor Dell 34-inch curved screen Full HD 21: 9 for Mac and PC multitasking,1296,669.99,Audio & Video,Monitor
RYV0009,Ryval,Ryval Base Magnetic Qi Wireless Charging Office,Wireless charging base Ryval magnetic and Qi technology ideal for iPhone X / 8Plus / 8 at home and in the office,5399,49.99,Power & Charging,Charger
RYV0010,Ryval,Ryval magnetic Qi Wireless Car Charger,Ryval magnetic car charger and Qi Wireless technology is ideal for iPhone X / 8Plus / 8,5399,49.99,Power & Charging,Charger
OWC0271,OWC,OWC Thunderbolt adapter 3 to Dual DisplayPort,USB-C Dual DisplayPort adapter for Mac and PC,12585395,96.99,Cables & Adapters,Video Adapter
OWC0272,OWC,OWC Thunderbolt adapter 3 to Dual HDMI,USB-C Dual HDMI adapter for Mac and PC,12585395,120.99,Cables & Adapters,Video Adapter
PLA0043,Plantronics,Plantronics BackBeat GO 3 cordless handsets Cobalt Blue,Plantronics wireless headset ideal for sport and more defined sound compatible with iPhone and iPad,5384,99.99,Audio & Video,Headphones
PLA0044,Plantronics,Plantronics BackBeat GO 3 Orange Wireless Headphones,Plantronics wireless headset ideal for sport and more defined sound compatible with iPhone and iPad,5384,99.99,Audio & Video,Headphones
APP2630,Apple,Siri Apple Remote 2017,Remote control for Apple TV Media Player Apple.,54864259,69.0,Audio & Video,Remote Control
QNA0160,QNAP,QNAP 2GB RAM memory DDR3 1600MHz SO-DIMM,2GB RAM memory QNAP NAS.,1404,9.99,Networking,NAS Memory Upgrade
PLA0042,Plantronics,Plantronics BackBeat 500 Bluetooth Headset Dark Gray,egonómico wireless headset design and built-in microphone and iPhone iPad iPod,5384,99.99,Audio & Video,Headphones
IFX0179,iFixit,iFixit iPhone Battery Part 7 plus,Replacement AC Adapter for Apple iPhone 7 Plus,21485407,47.99,Tools & Repair,Replacement Part
PLA0045,Plantronics,Plantronics Explorer 500 Bluetooth Wireless Headset Black,Plantronics Bluetooth wireless headset with HD voice technology and wind noise cancellation Voice Control for iPhone iPad,5384,59.99,Audio & Video,Headphones
MIN0010,Minibatt,Minibatt Pack M1 + base wireless charging iPhone 7 Plus,Case M1 (accepts wireless charging) + wireless charging base for iPhone 7 Plus,11865403,79.9,Cases & Protection,Case
JBL0143,JBL,JBL Bluetooth Portable Speaker Boombox,Boombox Bluetooth speaker JBL compatible with iPhone and iPad,5398,499.0,Audio & Video,Speaker
KOO0009,Koogeek,Koogeek strip LS1 LED lights HomeKit WiFi,LED strip lights Koogeek compatible with HomeKit and controllable from your iPhone or iPad Wi-Fi,11905404,35.99,Smart Home & IoT,Smart-Gadgets
PLA0040,Plantronics,Plantronics Voyager 3240 Bluetooth Wireless Headset Black,Plantronics wireless headset with voice control Siri and load case compatible with iPhone and iPad,5384,139.99,Audio & Video,Headphones
MIN0014,Minibatt,MiniBatt baseload Standup,Qi wireless charger technology for iPhone 8/8 Plus / X,13615399,49.0,Power & Charging,Charger
PLA0036,Plantronics,Plantronics BackBeat 305 Wireless Headphones FIT Sport Black / Gray,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,5384,99.99,Audio & Video,Headphones
PLA0037,Plantronics,Plantronics BackBeat 305 Wireless Headphones Sport FIT Dark Blue / Blue,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,5384,99.99,Audio & Video,Headphones
PLA0038,Plantronics,Plantronics BackBeat 305 Wireless Headphones FIT Sport Gray / Coral,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,5384,99.99,Audio & Video,Headphones
PLA0039,Plantronics,Plantronics BackBeat 305 Wireless Headphones FIT Sport Gray / Green,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,5384,99.99,Audio & Video,Headphones
SAT0083,Satechi,"Satechi briefcase MacBook 13 ""/ MacBook Pro 13"" Gray",Satechi briefcase for transporting MacBook 13 inches / MacBook 13 waterproof protection compact and lightweight shock inches,10230,24.99,Cases & Protection,Bag
SAT0084,Satechi,"Satechi MacBook Pro Laptop Briefcase 15 ""Gray",Satechi briefcase for transporting MacBook 15 inches water resistant protection compact and light blows,10230,27.99,Cases & Protection,Bag
SAT0081,Satechi,Satechi Base Load Smart Watch Silver,Satechi charging base to charge up to 4 devices at a time Compatible with iPhone and Apple Watch,13615399,34.99,Power & Charging,Charger
SAT0082,Satechi,Satechi Base Load Smart Watch Gray Space,Satechi charging base to charge up to 4 devices at a time Compatible with iPhone and Apple Watch,13615399,34.99,Power & Charging,Charger
APP1634-A,Apple,Open - Apple iPhone 7 Plus 32GB Black,New 32GB Apple iPhone 7 Plus Free Black,85651716,779.0,iPhone,iPhone 7
APP2487-A,Apple,Open - 32GB Apple TV 4K,Apple multimedia player with open box,113464259,199.0,Portable Devices,Apple TV
APP2540-A,Apple,Open - Apple iPhone Leather Folio X Baya,Leather case with box and official cover Apple,11865403,109.0,Cases & Protection,Case
MOP0110,Mophie,Mophie Juice Pack Air Battery Case for iPhone 2.420mAh 8 Plus / 7 Plus Blue,Mophie Battery Case for iPhone 2.420mAh 8 Plus or 7-Plus,11865403,99.95,Cases & Protection,Case
MOP0111,Mophie,Mophie Juice Pack Air Battery Case for iPhone 2.420mAh 8 Plus / 7 Red Plus,Mophie Battery Case for iPhone 2.420mAh 8 Plus or 7-Plus,11865403,99.95,Cases & Protection,Case
MOP0112,Mophie,Mophie Juice Pack Air Battery Case for iPhone 2.420mAh 8 Plus / 7 Black Plus,Mophie Battery Case for iPhone 2.420mAh 8 Plus or 7-Plus,11865403,99.95,Cases & Protection,Case
JBL0157,JBL,JBL Xtreme Waterproof Bluetooth Portable Speaker Black,JBL portable speaker waterproof with ultra powerful performance and complete functions,5398,299.0,Audio & Video,Speaker
AKI0032,Akitio,Akitio NODE Pro PCIe Card Thunderbolt External Box 3,Thunderbolt expansion unit 3 for PCI Express Cards,12995397,465.0,Storage,Enclosure / Dock
PAC2286,Pack,"Second hand - Apple LED Cinema Display 24 """,Monitor Refurbished Apple Cinema Display 24 inch,1282,899.0,Computers,MacBook Pro
DLK0073-A,D-Link,Open - D-Link DGS-1100-16 Gigabit Smart Switch 16 ports,D-Link Smart Gigabit Switch 16 ports for small businesses,1334,123.99,Networking,Router & Switch
APP2081,Apple,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 256GB PCIe SSD | Silver",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 256GB PCIe SSD,10200000,1755.59,Computers,MacBook Pro
APP2079,Apple,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 128GB PCIe SSD | Silver",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 128GB PCIe SSD,10200000,1505.59,Computers,MacBook Pro
APP2078,Apple,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 128GB PCIe SSD | Space Gray",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 128GB PCIe SSD,10200000,1505.59,Computers,MacBook Pro
APP2358,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 256GB PCIe SSD,10200000,2349.0,Computers,MacBook Pro
APP2359,Apple,"Apple MacBook Pro 13 ""Core i5 2.3GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i5 23 GHz with 16GB of RAM and 256GB PCIe SSD,10200000,1989.0,Computers,MacBook Pro
APP2360,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 256GB PCIe SSD,10200000,2109.0,Computers,MacBook Pro
APP2362,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 512GB PCIe SSD,10200000,2599.0,Computers,MacBook Pro
APP2363,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i5 23 GHz with 16GB of RAM and 512GB PCIe SSD,10200000,2239.0,Computers,MacBook Pro
APP2364,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 512GB PCIe SSD,10200000,2359.0,Computers,MacBook Pro
APP2365,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 512GB PCIe SSD,10200000,1999.0,Computers,MacBook Pro
APP2366,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 1TB PCIe SSD,10200000,3099.0,Computers,MacBook Pro
APP2367,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 1TB PCIe SSD,10200000,2739.0,Computers,MacBook Pro
APP2368,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 1TB PCIe SSD,10200000,2859.0,Computers,MacBook Pro
APP2369,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 1TB PCIe SSD,10200000,2499.0,Computers,MacBook Pro
APP2370,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 128GB PCIe SSD,10200000,2099.0,Computers,MacBook Pro
APP2371,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 128GB PCIe SSD,10200000,1739.0,Computers,MacBook Pro
APP2372,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 128GB PCIe SSD,10200000,1859.0,Computers,MacBook Pro
APP2373,Apple,"Apple Macbook Pro 13 ""Core i7 25Ghz | 16GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 256GB PCIe SSD,10200000,2349.0,Computers,MacBook Pro
APP2080,Apple,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 256GB PCIe SSD | Space Gray",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 256GB PCIe SSD,10200000,1755.59,Computers,MacBook Pro
APP2374,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 256GB PCIe SSD,10200000,1989.0,Computers,MacBook Pro
APP2375,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 256GB PCIe SSD,10200000,2109.0,Computers,MacBook Pro
APP2377,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 512GB PCIe SSD,10200000,2599.0,Computers,MacBook Pro
APP2378,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i5 23GHz with 16GB of RAM and 512GB PCIe SSD,10200000,2239.0,Computers,MacBook Pro
APP2379,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 512GB PCIe SSD,10200000,2359.0,Computers,MacBook Pro
APP2380,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 512GB PCIe SSD,10200000,1999.0,Computers,MacBook Pro
APP2381,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 1TB PCIe SSD,10200000,3099.0,Computers,MacBook Pro
APP2382,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 23GHz with 16GB of RAM and 1TB PCIe SSD,10200000,2739.0,Computers,MacBook Pro
APP2383,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 1TB PCIe SSD,10200000,2859.0,Computers,MacBook Pro
APP2384,Apple,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 1TB PCIe SSD,10200000,2499.0,Computers,MacBook Pro
APP2385,Apple,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 128GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 128GB PCIe SSD,10200000,2099.0,Computers,MacBook Pro
MAT0004-A,Matias,Open - Matias Aluminum Keyboard Spanish,Reconditioned keyboard cable compatible with Mac features,13855401,69.99,Peripherals,Keyboard Accessory
APP2598,Apple,Apple 38mm Belt Loop Deportiva Náåácar,Durable and flexible strap sports lockable clip Apple Watch 38mm,2449,59.0,Watch Accessories,Strap for Apple Watch
APP2597,Apple,Apple 38mm Sport Black Belt Loop,Durable and flexible strap sports lockable clip Apple Watch 42mm,2449,59.0,Watch Accessories,Strap for Apple Watch
APP2613,Apple,Correa Apple Nike Sport 38mm Pure Platinum / Black,Nike belt shrunk for Apple Watch 38mm,2449,59.0,Watch Accessories,Strap for Apple Watch
APP2620,Apple,Apple Correa Sport 42mm White Soft,Durable and flexible strap sports with clip closure Apple Watch 42 mm,2449,59.0,Watch Accessories,Strap for Apple Watch
LMP0030,LMP,LMP-C Display Dock USB Hub 10 ports USB Ethernet HDMI 4K-C,Aluminum adapter with USB-C HDMI and DisplayPort DVI VGA 4K Gigabit Ethernet connection and two USB 3.0 ports for MacBook Pro 2016/2017,12585395,149.0,Cables & Adapters,Video Adapter
APP1563-A,Apple,Open - Apple Leather Case iPhone Case Midnight Blue,And microfiber leather case for iPhone Premium SE,11865403,45.0,Cases & Protection,Case
LIF0114-A,Lifeproof,Open - LifeProof nüüd Submersible iPhone Case 7 Blue,submersible and resistant to extreme conditions Reconditioned Case for iPhone 7,11865403,89.99,Cases & Protection,Case
TUC0275-A,Tucano,Open - Tucano SOTTILE UltraSlim Case iPhone 8 Plus / 7 Transparent Plus,Reconditioned transparent and flexible cover with 05mm thick for iPhone 8/7 Plus,11865403,9.9,Cases & Protection,Case
APP2058-A,Apple,"Open - Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Space Gray",MacBook Retina display 12 inches Core m3 12GHz 8GB RAM 256GB SSD Space Gray,53900000,1505.59,Computers,MacBook
SAT0042-A,Satechi,Open - Satechi Lightning to USB Cable Flexible 15cm White,Reconditioned Cable durable and flexible Lightning 15 cm long for iPhone iPad and iPod,1230,22.99,Cables & Adapters,Lightning USB Cable
TWS0118-A,Twelve South,Open - Twelve South HiRise Duet,Support refitted with Lightning connector and charger for Apple iPhone Watch,13615399,129.99,Power & Charging,Charger
APP2076-A,Apple,"Open - Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 256GB PCIe SSD Gray Space",MacBook Pro 13-inch Core i5 Touch Bar with 31 GHz 8GB RAM and 256GB SSD PCIe,10200000,2005.59,Computers,MacBook Pro
OWC0259-A,OWC,Open - OWC Aura Pro SSD 1TB X + Tools + Aura Envoy,Reconditioned expansion kit 1TB SSD Pro 2013 for Mac Final tools and housing Aura Envoy,12215397,846.99,Storage,SSD
JBL0092-A,JBL,Open - Bluetooth Speaker JBL GO Rosa,Reconditioned compact speaker and hands-free Bluetooth iPhone iPad and iPod.,5398,29.99,Audio & Video,Speaker
ELG0039-A,Elgato,Open - Elgato avea Sphere Lamp,Reconditioned Bluetooth lamp multimode controlled lighting App for iPhone iPad and iPod Touch,5404,99.95,Audio & Video,Camera
HGD0006-A,Henge Docks,Open - Henge Docks Clique Mac keyboard support,Reconditioned basis to support the Apple Magic TrackPad and Wireless Keyboard Dock,1298,29.0,Stand & Mount,Support
OWC0151-A,OWC,Open - OWC Data Doubler Optical Bay Adapter Mac Mini (2010),Reconditioned tray substitution of superdrive by hard drive 25 inches.,5395,72.99,Cables & Adapters,Generic Adapter
OTT0121-A,Otterbox,Open - OtterBox Strada Folio Leather Case iPhone 6 / 6S Plus Black,Reconditioned original leather cover with lid and compartment for iPhone 6 / 6S Plus,11865403,59.99,Cases & Protection,Case
LAC0173-A,LaCie,Open - 12TB LaCie 2big Thunderbolt 2,RAID box Reconditioned double disc 12TB and Thunderbolt 2 for Mac and PC,11935397,719.0,Storage,External Storage
AKI0019-A,Akitio,Open - Akitio TT3 Thunderbolt adapter Thunderbolt 2 3,reconditioned Thunderbolt 3 / USB-C Thunderbolt 2 MacBook Pro 13 inches 15 inches and 12 inches adapter MacBook,1325,39.0,Cables & Adapters,Generic Adapter
OWC0210-A,OWC,Open - OWC Data Doubler Optical Bay Adapter Kit Installation + iMAC 2009 to 2011,Reconditioned replacement tray SuperDrive or SSD hard drive for iMac Early 2009 to Mid 2011,12755395,72.99,Tools & Repair,Replacement Part
SEA0096-A,Seagate,"Open - Seagate Barracuda 2TB HDD 25 ""7mm",Internal Hard Drive 2TB refitted 7mm and 25 for Mac and PC,12655397,129.99,Storage,Hard Drive
OLL0017-A,Olloclip,Open - Active Olloclip iPhone Lens 8/7 and 8/7 Plus Black,Set of two lenses: wide angle and telephoto 2X for iPhone 8/7 and 8/7 Plus iPhone,11905404,149.99,Smart Home & IoT,Smart-Gadgets
BOS0033-A,Bose,Open - Bose SoundTouch 10 Wi-Fi Bluetooth Speaker Black,Wireless music system compatible with iOS and OS X,5398,229.0,Audio & Video,Speaker
CRU0056-A,Crucial,Open - Crucial MX500 1TB SSD 7mm,1TB SSD Hard Drive SATA III (6Gb / s) for Mac and PC,12215397,263.09,Storage,SSD
WDT0400-A,Western Digital,Open - WD My Cloud Home 6TB USB 3.0,centralized storage for Mac and PC,11935397,290.0,Storage,External Storage
GTE0095-A,G-Technology,Open - G-Technology G-DRIVE HDD 7200rpm 8TB Thunderbolt 3 and USB-C,Hard Disk Thunderbolt 8TB with 2 connections 3 and USB-C for Mac and PC,11935397,579.99,Storage,Hard Drive
SYN0190,Synology,FS1018 Synology NAS server 12 bays Mac and PC,NAS 12 storage bays SSD with 8GB RAM,12175397,1593.57,Networking,NAS Memory Upgrade
GTE0127,G-Technology,G-Technology G-SPEED XL 32TB RAID Thunderbolt Shuttle 3,External Storage 32TB and Thunderbolt 3 Connection for Mac and PC,11935397,4084.99,Storage,External Storage
GTE0128,G-Technology,G-Technology G-SPEED XL 48TB RAID Thunderbolt Shuttle 3,External Storage 48TB and Thunderbolt 3 Connection for Mac and PC,11935397,5106.99,Storage,External Storage
GTE0129,G-Technology,G-Technology G-SPEED XL 64TB RAID Thunderbolt Shuttle 3,64TB external storage and Thunderbolt connection 3 for Mac and PC,11935397,6638.99,Storage,External Storage
GTE0130,G-Technology,G-Technology G-SPEED XL 80TB RAID Thunderbolt Shuttle 3,80TB external storage and Thunderbolt connection 3 for Mac and PC,11935397,8169.99,Storage,External Storage
GTE0131,G-Technology,G-Technology G-SPEED XL 96TB RAID Thunderbolt Shuttle 3,External Storage 96TB and Thunderbolt 3 Connection for Mac and PC,11935397,10212.99,Storage,External Storage
GTE0132,G-Technology,G-Technology G-SPEED XL 24TB RAID Thunderbolt Shuttle 3 EV Series,24TB external storage and Thunderbolt connection 3 for Mac and PC,11935397,2859.99,Storage,External Storage
GTE0133,G-Technology,G-Technology G-SPEED XL 36TB RAID Thunderbolt Shuttle 3 EV Series,External Storage 36TB and Thunderbolt 3 Connection for Mac and PC,11935397,4084.99,Storage,External Storage
GTE0134,G-Technology,G-Technology G-SPEED XL 48TB RAID Thunderbolt Shuttle 3 EV Series,External Storage 48TB and Thunderbolt 3 Connection for Mac and PC,11935397,5106.99,Storage,External Storage
GTE0135,G-Technology,G-Technology G-SPEED XL 60TB RAID Thunderbolt Shuttle 3 EV Series,60TB external storage and Thunderbolt connection 3 for Mac and PC,11935397,6638.99,Storage,External Storage
GTE0136,G-Technology,G-Technology G-SPEED XL 72TB RAID Thunderbolt Shuttle 3 EV Series,72TB external storage and Thunderbolt connection 3 for Mac and PC,11935397,7836.99,Storage,External Storage
CAV0007,Cavus,Cavus Play 1 Black Wall Support,Support for speaker Play 1 Sonos,5398,29.0,Audio & Video,Speaker
CAV0008,Cavus,Cavus Support Wall Play 1 White,Support for speaker Play 1 Sonos,5398,29.0,Audio & Video,Speaker
OTT0203,Otterbox,Alpha Glass Glass Protector Otterbox iPhone SE / 5c / 5s / 5,Screen saver fortified anti-scratch glass for iPhone SE / 5c / 5s / 5,13555403,24.99,Cases & Protection,Screen Protector
NET0010,Netgear,Arlo Netgear Pro 2 Video Surveillance Security System 2 cameras,Video surveillance camera system with 130-degree vision and instant notifications for iPhone / iPad,9094,619.99,Audio & Video,Surveillance Camera
NET0011,Netgear,Arlo Netgear Pro 2 Video Surveillance Security System 3 cameras,Video surveillance camera system with 130-degree vision and instant notifications for iPhone / iPad,9094,849.99,Audio & Video,Surveillance Camera
NET0012,Netgear,Arlo Netgear Pro 2 Video Surveillance Security System 4 camera,Video surveillance camera system with 130-degree vision and instant notifications for iPhone / iPad,9094,1049.99,Audio & Video,Surveillance Camera
CAV0009,Cavus,Cavus Foot Support Sonos Play 1 Black,Floor stand for Speaker Sonos Play 1,5398,59.0,Audio & Video,Speaker
CAV0010,Cavus,Cavus Foot Support Sonos Play 1 White,Floor stand for Speaker Sonos Play 1,5398,59.0,Audio & Video,Speaker
NET0020,Netgear,Arlo accessory Netgear support for Netgear 360 Arlo Pro 2,Netgear support 360 degree camera Arlo Arlo Pro 2,9094,19.99,Audio & Video,Camera
NET0021,Netgear,Arlo Netgear accessory kit 3 black camera case Netgear Arlo Pro 2,Kit 3 silicone cases Arlo Pro 2 for both inner and outer impermeable and resistant to UV,9094,29.99,Audio & Video,Camera
NET0017,Netgear,Q Arlo Netgear IP camera for video surveillance,Interior surveillance camera with full HD resolution and night vision microphone and speaker for iPhone iPad and Mac,9094,219.99,Audio & Video,Surveillance Camera
WDT0408,Western Digital,WD Blue 250GB SATA SSD Nand 3D,SSD 250GB SATA 3 (6Gb / s) for Mac and PC,12215397,99.0,Storage,SSD
WDT0409,Western Digital,WD Blue 500GB SATA SSD Nand 3D,SSD 500GB SATA 3 (6Gb / s) for Mac and PC,12215397,169.0,Storage,SSD
WDT0410,Western Digital,WD Blue 1TB SATA SSD Nand 3D,1TB SSD SATA 3 (6Gb / s) for Mac and PC,12215397,319.0,Storage,SSD
WDT0411,Western Digital,Blue WD 2TB SATA SSD Nand 3D,2TB SSD SATA 3 (6Gb / s) for Mac and PC,12215397,679.0,Storage,SSD
NET0018,Netgear,Q Arlo Netgear Plus Ethernet Surveillance Camera,HD indoor surveillance camera with full resolution and Ethernet night vision microphone and speaker for iPhone iPad and Mac,9094,239.99,Audio & Video,Surveillance Camera
NET0022,Netgear,Arlo Netgear support fitting with anchor Pro 2 cameras Netgear Arlo White,Wall mount and ceiling interior and exterior cameras Arlo Netgear Pro 2,9094,14.99,Audio & Video,Surveillance Camera
NET0023,Netgear,Arlo Netgear accessory camera support with anchor Netgear Arlo Pro 2 Black,Wall mount and ceiling interior and exterior cameras Arlo Netgear Pro 2,9094,14.99,Audio & Video,Camera
NET0024,Netgear,Arlo accessory Netgear Netgear solar panel for Arlo Pro 2,Netgear arlo solar panel for outdoor and swivel-angle camera Netgear arlo Pro 2,9094,119.99,Audio & Video,Camera
LAC0248,LaCie,Lightning 2TB Lacie DJI Copilot USB-C,Professional external hard drive with USB-C Lightning and USB 3.0 for Mac and PC,11935397,419.99,Storage,Hard Drive
AP20402,Apple,Like new - Apple Watch 42mm Aluminum Case Series 2 Space Gray and Black Belt Sport,Refurbished Apple Watch 42 mm with GPS dual-core processor and retina display submersible 50mts,24895185,469.0,Portable Devices,Apple Watch
AP20403,Apple,Like new - Apple Watch 38mm Aluminum Case Series 2 Space Gray and Black Belt Sport,Refurbished Apple Watch 38 mm with GPS dual-core processor and retina display submersible 50mts,24885185,439.0,Portable Devices,Apple Watch
NET0030,Netgear,Netgear Wifi Orbi System kit compact network router and satellite AC2200 200m,System RBK30 Mesh WiFi network kit compact and extensor router network covered 200 meters expandable.,1334,279.99,Networking,Router & Switch
NET0025,Netgear,Arlo Netgear Netgear accessory rechargeable battery for Arlo Pro 2,Rechargeable battery for Netgear Netgear Arlo Arlo Pro 2,9094,79.99,Audio & Video,Surveillance Camera
AP20446,Apple,Like new - Apple Ipod Touch 16GB Silver,6th generation iPod Touch 16GB refitted with 8 megapixel camera.,11821715,229.0,Portable Devices,iPod Touch
AP20448,Apple,Like new - Apple iPod Touch 16GB Gold,6th generation iPod Touch 16GB refitted with 8 megapixel camera.,11821715,229.0,Portable Devices,iPod Touch
AP20447,Apple,"Like new - Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 8GB | 512GB SSD",Computer desktop reconditioned iMac 27 inch 5K Retina 8GB RAM 512GB SSD PCle,57400000,2839.0,Computers,iMac
NIE0013,Ninebot,Ninebot KickScooter ES2 by Segway electric scooter,KickScooter electric scooter with suspension LED lights and quick charge,11905404,599.0,Smart Home & IoT,Smart-Gadgets
NIE0009,Ninebot,Ninebot by Segway electric scooter Kick Scooter ES1,two-wheeled electric scooter with autonomous up to 25Km,11905404,499.0,Smart Home & IoT,Smart-Gadgets
PAC2507,Pack,Keyboard Replacement numerical Wireless iMac,Keyboard replacement service at the time of purchase of an iMac,13855401,149.0,Peripherals,Keyboard
